# User Mode 0 Bitstream Sequence
##############################
# Data for QCM_NW
# CMD  ADDRESS      DATA
# Data for PCIE_1
# CMD  ADDRESS      DATA
w      08198000168    00000880
w      08199000168    00000880
w      0819a000168    00000880
w      0819b000168    00000880
w      08198000008    00000005
w      0819800000c    0038000c
w      08198000010    001a0000
w      08198000038    00480024
w      0819800003c    00000400
w      08198000088    00000000
w      0819800008c    3f800000
w      08198000094    00002326
w      081980000a8    00000007
w      081980000b8    00000501
w      081980000c0    000000c6
w      081980000d8    00000085
w      081980000dc    00750072
w      081980000e0    00720001
w      081980000e4    00000083
w      081980000e8    0071006a
w      081980000ec    00000084
w      081980000f0    00000086
w      08198040000    00000011
w      08198040150    00000001
w      08198040164    00000001
w      08198040168    0000000c
w      081980401a4    0000000f
w      081980401b0    00000025
w      081980401c0    00000060
w      081980401c4    00000000
w      081980401cc    00000000
w      08198040208    00000001
w      081980402c4    000e0019
w      08198040348    00010600
w      0819804034c    5933333f
w      0819804036c    00070f00
w      0819804037c    01ff01ff
w      0819804039c    00000000
w      081980403b8    00000045
w      081980403c4    001c0004
w      081980403cc    003f001e
w      081980403d0    00000000
w      081980403e0    000064b0
w      08198040494    02a0d171
w      0819804049c    00083def
w      081980404a0    00007004
w      081980404a8    00af0064
w      081980404ac    00000000
w      081980404c0    00000012
w      081980404c8    00ff0000
w      081980404d0    00002326
w      081980404d4    00000004
w      081980404dc    00000066
w      08198040628    00000102
w      08198040658    00000010
w      08198040660    10931459
w      08198040664    000004f9
w      08198040668    060704fb
w      0819804066c    060c060a
w      08198040670    106f0abe
w      08198040674    00001071
w      08198040678    02a4029a
w      0819804067c    02ed029a
w      08198040680    01f101cb
w      08198040684    02990280
w      08198040688    029b029a
w      0819804068c    02ef02ae
w      08198040690    000002f0
w      08198040694    02990289
w      08198040698    029901f3
w      0819804069c    03650308
w      081980406a0    041f03c2
w      081980406a4    04d9047c
w      081980406a8    04dd04db
w      081980406ac    000004df
w      08198041008    0000fc00
w      08198041038    00001843
w      0819804105c    7e800000
w      08198041060    61a8001e
w      08198041064    000a61a8
w      08198041068    0000003f
w      0819804106c    000000d8
w      08198041070    000e0006
w      081980410b8    00000081
w      081980410c0    18408000
w      081980410c4    00030a20
w      081980410d8    00083def
w      081980410dc    00007004
w      081980410e4    00af0064
w      081980410e8    00000000
w      0819804112c    00000005
w      08198041140    00120000
w      08198041148    00ff0000
w      08198041150    00002326
w      08198041154    00000002
w      08198041158    00000066
w      08198041180    00000302
w      081980411a4    000001ca
w      081980411a8    011a0116
w      081980411ac    01320116
w      081980411b0    009c0088
w      081980411b4    01130111
w      081980411b8    01170116
w      081980411bc    01340118
w      081980411c0    0000013a
w      081980411c4    0114010f
w      081980411c8    0114009e
w      081980411cc    015f0148
w      081980411d0    018d0176
w      081980411d4    01bb01a4
w      081980411d8    01bf01bd
w      081980411dc    000001c1
w      08198042024    04982981
w      08198042028    0000004c
w      0819804203c    00780033
w      08198042040    001e0004
w      08198042060    001f902d
w      08198042064    00000c4e
w      0819804206c    00000f76
w      0819804207c    031249ff
w      08198042094    46666777
w      08198042098    00006664
w      081980420a0    00000f00
w      081980420c4    004009f3
w      081980420c8    0000000a
w      081980420dc    01418e63
w      081980420e0    0007401d
w      081980420e4    00063ee0
w      081980420e8    0001d050
w      081980420f4    00003a50
w      081980420f8    3cfd8f18
w      08198042100    00000f00
w      08198042104    00009b46
w      08198042108    0000fb40
w      08198080000    00101180
w      08198080004    913c0808
w      08198080008    b00004e2
w      0819808000c    913d0202
w      08198080010    b0000ea6
w      08198080014    913c4040
w      08198080018    b000007d
w      0819808001c    91581010
w      08198080020    b000000d
w      08198080024    91680202
w      08198080028    b0000005
w      0819808002c    90b17f00
w      08198080030    90127f19
w      08198080034    9018ff00
w      08198080038    9019ff00
w      0819808003c    901aff00
w      08198080040    901bff00
w      08198080044    900d7f00
w      08198080048    900c7f0c
w      0819808004c    9168c000
w      08198080050    9080ff55
w      08198080054    9081ff85
w      08198080058    903a0100
w      0819808005c    9038fea0
w      08198080060    9039ff02
w      08198080064    903a7c20
w      08198080068    903cff00
w      0819808006c    903d0f04
w      08198080070    903a0101
w      08198080074    913d0101
w      08198080078    41e80021
w      0819808007c    b00002ee
w      08198080080    40000022
w      08198080084    b0000bb8
w      08198080088    913c2020
w      0819808008c    41e80026
w      08198080090    b0000019
w      08198080094    40000027
w      08198080098    b0000064
w      0819808009c    913c1010
w      081980800a0    41e8002b
w      081980800a4    b0000019
w      081980800a8    4000002c
w      081980800ac    b0000064
w      081980800b0    91586c6c
w      081980800b4    b000000a
w      081980800b8    91680404
w      081980800bc    b0000032
w      081980800c0    915c0202
w      081980800c4    500700ac
w      081980800c8    10480800
w      081980800cc    41c00041
w      081980800d0    500700ac
w      081980800d4    1048007f
w      081980800d8    61070084
w      081980800dc    90848080
w      081980800e0    500700ac
w      081980800e4    200001f6
w      081980800e8    200001d6
w      081980800ec    60070044
w      081980800f0    90402020
w      081980800f4    901c0101
w      081980800f8    90380101
w      081980800fc    90402000
w      08198080100    4000005a
w      08198080104    9048ff42
w      08198080108    90490301
w      0819808010c    90aec080
w      08198080110    90afff50
w      08198080114    9044ff00
w      08198080118    9045ff00
w      0819808011c    9046ff80
w      08198080120    9047ff50
w      08198080124    90400404
w      08198080128    908c7f3f
w      0819808012c    9090ff64
w      08198080130    9091ff00
w      08198080134    90848000
w      08198080138    90880101
w      0819808013c    82e7007c
w      08198080140    90880100
w      08198080144    80e7007c
w      08198080148    90402020
w      0819808014c    901c0101
w      08198080150    90380101
w      08198080154    90402400
w      08198080158    5007007c
w      0819808015c    1048007f
w      08198080160    610700ac
w      08198080164    90ad0808
w      08198080168    41e8005d
w      0819808016c    b000186a
w      08198080170    4000005e
w      08198080174    b00061a8
w      08198080178    903a0100
w      0819808017c    9038fe24
w      08198080180    9039ff00
w      08198080184    903a7c48
w      08198080188    903a0101
w      0819808018c    41e80066
w      08198080190    b00004e2
w      08198080194    40000067
w      08198080198    b0001388
w      0819808019c    91690301
w      081980801a0    b0000005
w      081980801a4    91690404
w      081980801a8    d0000004
w      081980801ac    200001c1
w      081980801b0    104803fe
w      081980801b4    61070010
w      081980801b8    90110404
w      081980801bc    91680808
w      081980801c0    b0000032
w      081980801c4    00000000
w      081980801c8    91680800
w      081980801cc    b0000032
w      081980801d0    90110400
w      081980801d4    91690400
w      081980801d8    b0000005
w      081980801dc    91680400
w      081980801e0    b0000032
w      081980801e4    91586c00
w      081980801e8    913c3000
w      081980801ec    913d0500
w      081980801f0    91680200
w      081980801f4    b000000a
w      081980801f8    91581000
w      081980801fc    90a00700
w      08198080200    915c0200
w      08198080204    913cc000
w      08198080208    913d0200
w      0819808020c    00000000
w      08198080210    c0000000
w      08198080214    c0000000
w      08198080218    90ad0800
w      0819808021c    c0000000
w      08198080220    90db8000
w      08198080224    90390100
w      08198080228    9060ff08
w      0819808022c    90617f00
w      08198080230    9062ff6a
w      08198080234    90637f18
w      08198080238    9064ff6a
w      0819808023c    90657f18
w      08198080240    9066ff03
w      08198080244    90677f00
w      08198080248    900c0202
w      0819808024c    b0001388
w      08198080250    900d0101
w      08198080254    b0003a98
w      08198080258    900c0808
w      0819808025c    90180202
w      08198080260    b00009c4
w      08198080264    901c0202
w      08198080268    b0000032
w      0819808026c    00000000
w      08198080270    900d0202
w      08198080274    b0003a98
w      08198080278    90100303
w      0819808027c    b00009c4
w      08198080280    900c4040
w      08198080284    b00001f4
w      08198080288    90200200
w      0819808028c    b0000032
w      08198080290    90200202
w      08198080294    900c2020
w      08198080298    b0003a98
w      0819808029c    90180808
w      081980802a0    b00001f4
w      081980802a4    90180404
w      081980802a8    b00001f4
w      081980802ac    90184040
w      081980802b0    b00001f4
w      081980802b4    90181010
w      081980802b8    b00001f4
w      081980802bc    90100300
w      081980802c0    90200100
w      081980802c4    b0000032
w      081980802c8    90200101
w      081980802cc    b00001f4
w      081980802d0    90240c0c
w      081980802d4    90250101
w      081980802d8    b0000032
w      081980802dc    901c9898
w      081980802e0    901d0101
w      081980802e4    901c0101
w      081980802e8    b0000032
w      081980802ec    900c8080
w      081980802f0    b00001f4
w      081980802f4    90182020
w      081980802f8    b00001f4
w      081980802fc    913cff00
w      08198080300    913d0101
w      08198080304    913d0100
w      08198080308    5017015c
w      0819808030c    10480100
w      08198080310    41c000cd
w      08198080314    5017015c
w      08198080318    104800ff
w      0819808031c    6107013c
w      08198080320    913d1101
w      08198080324    b0000005
w      08198080328    91140101
w      0819808032c    9108c0c0
w      08198080330    400000d7
w      08198080334    913d1110
w      08198080338    91140101
w      0819808033c    9108c0c0
w      08198080340    b0001388
w      08198080344    91440101
w      08198080348    82e90138
w      0819808034c    91440100
w      08198080350    80e90138
w      08198080354    913d1000
w      08198080358    b0002710
w      0819808035c    911b0404
w      08198080360    91140100
w      08198080364    b0002710
w      08198080368    5017015c
w      0819808036c    10480100
w      08198080370    41c000e7
w      08198080374    5017015c
w      08198080378    200001f0
w      0819808037c    1048001f
w      08198080380    610700d8
w      08198080384    104803e0
w      08198080388    610700d8
w      0819808038c    10487c00
w      08198080390    610700d8
w      08198080394    90db8080
w      08198080398    4000010f
w      0819808039c    50070014
w      081980803a0    10480007
w      081980803a4    10410001
w      081980803a8    10490007
w      081980803ac    200025e0
w      081980803b0    418100f0
w      081980803b4    90e01f0f
w      081980803b8    90dc0202
w      081980803bc    400000f1
w      081980803c0    90dc0200
w      081980803c4    900c0404
w      081980803c8    90180101
w      081980803cc    90db8000
w      081980803d0    90e4ffaa
w      081980803d4    90e5ff00
w      081980803d8    90de0c00
w      081980803dc    90dc0101
w      081980803e0    82e000d4
w      081980803e4    90dc0100
w      081980803e8    80e000d4
w      081980803ec    90de0c04
w      081980803f0    90dc0101
w      081980803f4    82e000d4
w      081980803f8    90dc0100
w      081980803fc    80e000d4
w      08198080400    90de0c08
w      08198080404    90dc0101
w      08198080408    82e000d4
w      0819808040c    90dc0100
w      08198080410    80e000d4
w      08198080414    90180100
w      08198080418    900c0400
w      0819808041c    500700d4
w      08198080420    10587fff
w      08198080424    6117015c
w      08198080428    50070138
w      0819808042c    10480100
w      08198080430    10200100
w      08198080434    104801ff
w      08198080438    6117015c
w      0819808043c    90240101
w      08198080440    b0000032
w      08198080444    90ec1f1f
w      08198080448    901c6464
w      0819808044c    90ec0100
w      08198080450    00000000
w      08198080454    b0000032
w      08198080458    90ec0101
w      0819808045c    901c6400
w      08198080460    90240100
w      08198080464    b0000032
w      08198080468    00000000
w      0819808046c    9108c000
w      08198080470    911b0400
w      08198080474    901c9800
w      08198080478    901d0100
w      0819808047c    901c0100
w      08198080480    90240c00
w      08198080484    90250100
w      08198080488    b0000032
w      0819808048c    913d1000
w      08198080490    913cff00
w      08198080494    913d0101
w      08198080498    913d0100
w      0819808049c    910aff00
w      081980804a0    91090202
w      081980804a4    91090200
w      081980804a8    b0000005
w      081980804ac    90100303
w      081980804b0    900c2000
w      081980804b4    90187c00
w      081980804b8    900cc000
w      081980804bc    b00009c4
w      081980804c0    90100300
w      081980804c4    b00009c4
w      081980804c8    00000000
w      081980804cc    900d0200
w      081980804d0    901c0200
w      081980804d4    90180200
w      081980804d8    900c0800
w      081980804dc    900d0100
w      081980804e0    b00001f4
w      081980804e4    900c0200
w      081980804e8    00000000
w      081980804ec    50070034
w      081980804f0    10480040
w      081980804f4    200041e6
w      081980804f8    41c00143
w      081980804fc    500701e4
w      08198080500    1008ffff
w      08198080504    1018ffff
w      08198080508    42000145
w      0819808050c    90390400
w      08198080510    40000146
w      08198080514    90390404
w      08198080518    c0000000
w      0819808051c    44000000
w      08198080520    90140704
w      08198080524    90344000
w      08198080528    90ed0600
w      0819808052c    9070f000
w      08198080530    90711f03
w      08198080534    911e2000
w      08198080538    90714040
w      0819808053c    9118ff00
w      08198080540    9119ff00
w      08198080544    911aff00
w      08198080548    911b0300
w      0819808054c    9114fe00
w      08198080550    9115ff00
w      08198080554    91167f40
w      08198080558    9140ff00
w      0819808055c    9141ff10
w      08198080560    910e0101
w      08198080564    910df010
w      08198080568    d0000006
w      0819808056c    1048000f
w      08198080570    61070038
w      08198080574    f000013b
w      08198080578    00000000
w      0819808057c    90140703
w      08198080580    90344000
w      08198080584    90ed0600
w      08198080588    9070f000
w      0819808058c    90711f03
w      08198080590    911e2000
w      08198080594    90714040
w      08198080598    9118ff00
w      0819808059c    9119ff00
w      081980805a0    911aff00
w      081980805a4    911b0300
w      081980805a8    9114fe00
w      081980805ac    9115ff00
w      081980805b0    91167f40
w      081980805b4    9140ff00
w      081980805b8    9141ff10
w      081980805bc    910e0101
w      081980805c0    910df010
w      081980805c4    d0000006
w      081980805c8    1048000f
w      081980805cc    61070038
w      081980805d0    f000013b
w      081980805d4    00000000
w      081980805d8    90140702
w      081980805dc    90344000
w      081980805e0    90ed0600
w      081980805e4    9070f080
w      081980805e8    90711f02
w      081980805ec    911e2000
w      081980805f0    90714000
w      081980805f4    9118ffcc
w      081980805f8    9119ffcc
w      081980805fc    911affcc
w      08198080600    911b0300
w      08198080604    9114fe00
w      08198080608    9115ff00
w      0819808060c    91167f2d
w      08198080610    9140ff5c
w      08198080614    9141ff0f
w      08198080618    910e0101
w      0819808061c    910df010
w      08198080620    d0000006
w      08198080624    1048000f
w      08198080628    61070038
w      0819808062c    f000013b
w      08198080630    00000000
w      08198080634    90140701
w      08198080638    90344000
w      0819808063c    90ed0600
w      08198080640    9070f080
w      08198080644    90711f02
w      08198080648    911e2000
w      0819808064c    90714000
w      08198080650    9118ffcc
w      08198080654    9119ffcc
w      08198080658    911affcc
w      0819808065c    911b0300
w      08198080660    9114fe00
w      08198080664    9115ff00
w      08198080668    91167f2d
w      0819808066c    9140ff5c
w      08198080670    9141ff0f
w      08198080674    910e0101
w      08198080678    910df010
w      0819808067c    d0000006
w      08198080680    1048000f
w      08198080684    61070038
w      08198080688    f000013b
w      0819808068c    00000000
w      08198080690    90140700
w      08198080694    90344000
w      08198080698    90ed0604
w      0819808069c    9070f080
w      081980806a0    90711f02
w      081980806a4    911e2000
w      081980806a8    90714000
w      081980806ac    9118ffcc
w      081980806b0    9119ffcc
w      081980806b4    911affcc
w      081980806b8    911b0300
w      081980806bc    9114fe00
w      081980806c0    9115ff00
w      081980806c4    91167f2d
w      081980806c8    9140ff5c
w      081980806cc    9141ff0f
w      081980806d0    910e0101
w      081980806d4    910df010
w      081980806d8    d0000006
w      081980806dc    1048000f
w      081980806e0    61070038
w      081980806e4    f000013b
w      081980806e8    00000000
w      081980806ec    00000000
w      081980806f0    c0000000
w      081980806f4    00000000
w      081980806f8    c0000000
w      081980806fc    00000000
w      08198080700    c0000000
w      08198080704    915d0100
w      08198080708    91610100
w      0819808070c    91650100
w      08198080710    91690100
w      08198080714    916d0100
w      08198080718    91710100
w      0819808071c    91750100
w      08198080720    91790100
w      08198080724    c0000000
w      08198080728    c0000000
w      0819808072c    9518ffff
w      08198080730    95190301
w      08198080734    953cffff
w      08198080738    953d0301
w      0819808073c    9500f070
w      08198080740    9501ffe0
w      08198080744    95020707
w      08198080748    9524f070
w      0819808074c    9525ffe0
w      08198080750    95260707
w      08198080754    949f8000
w      08198080758    91c01000
w      0819808075c    91640101
w      08198080760    91510200
w      08198080764    91504040
w      08198080768    91c40200
w      0819808076c    b0000032
w      08198080770    500706d0
w      08198080774    10580001
w      08198080778    41c001e3
w      0819808077c    1048000f
w      08198080780    600703c0
w      08198080784    93c01010
w      08198080788    400001ef
w      0819808078c    93c05040
w      08198080790    b0000032
w      08198080794    93c40101
w      08198080798    82e503bc
w      0819808079c    93c40100
w      081980807a0    80e503bc
w      081980807a4    93c04000
w      081980807a8    500703bc
w      081980807ac    1048000f
w      081980807b0    10180001
w      081980807b4    10100001
w      081980807b8    600706d0
w      081980807bc    00000000
w      081980807c0    00000000
w      081980807c4    91501010
w      081980807c8    b0003a98
w      081980807cc    91540303
w      081980807d0    b00009c4
w      081980807d4    96ec8000
w      081980807d8    b0000032
w      081980807dc    96ec8080
w      081980807e0    91500808
w      081980807e4    b0003a98
w      081980807e8    915c0202
w      081980807ec    b00001f4
w      081980807f0    915c0101
w      081980807f4    b00001f4
w      081980807f8    915c2020
w      081980807fc    b00001f4
w      08198080800    915c0404
w      08198080804    b00001f4
w      08198080808    915c4040
w      0819808080c    b00001f4
w      08198080810    91540300
w      08198080814    96ed0100
w      08198080818    b0000032
w      0819808081c    96ed0101
w      08198080820    b00001f4
w      08198080824    97000c0c
w      08198080828    97010101
w      0819808082c    b0000032
w      08198080830    91610606
w      08198080834    91624242
w      08198080838    91600101
w      0819808083c    50270494
w      08198080840    104900c0
w      08198080844    200045e6
w      08198080848    50470494
w      0819808084c    104a0300
w      08198080850    200049e8
w      08198080854    50670494
w      08198080858    104b0003
w      0819808085c    9494c300
w      08198080860    94950300
w      08198080864    b0000005
w      08198080868    91510101
w      0819808086c    10400000
w      08198080870    104800c0
w      08198080874    200021e6
w      08198080878    41410225
w      0819808087c    30000207
w      08198080880    200041c6
w      08198080884    61070494
w      08198080888    b0000005
w      0819808088c    200041e6
w      08198080890    4000021e
w      08198080894    10400000
w      08198080898    10480300
w      0819808089c    200021e8
w      081980808a0    4142022f
w      081980808a4    30000207
w      081980808a8    200041c8
w      081980808ac    61070494
w      081980808b0    b0000005
w      081980808b4    200041e8
w      081980808b8    40000228
w      081980808bc    10400000
w      081980808c0    10480003
w      081980808c4    200021e0
w      081980808c8    41430237
w      081980808cc    30000207
w      081980808d0    61070494
w      081980808d4    b0000005
w      081980808d8    40000232
w      081980808dc    915c1818
w      081980808e0    b00001f4
w      081980808e4    94bcff00
w      081980808e8    94bd0101
w      081980808ec    94bd0100
w      081980808f0    501704e0
w      081980808f4    10480100
w      081980808f8    41c00247
w      081980808fc    501704e0
w      08198080900    104800ff
w      08198080904    610704bc
w      08198080908    94bd1101
w      0819808090c    b0000005
w      08198080910    94740101
w      08198080914    94690c0c
w      08198080918    40000251
w      0819808091c    94bd1110
w      08198080920    94740101
w      08198080924    94690c0c
w      08198080928    b0001388
w      0819808092c    94c40101
w      08198080930    82e904b8
w      08198080934    94c40100
w      08198080938    80e904b8
w      0819808093c    94bd1000
w      08198080940    b0002710
w      08198080944    97000101
w      08198080948    b0000032
w      0819808094c    947f0404
w      08198080950    94740100
w      08198080954    b0002710
w      08198080958    501704e0
w      0819808095c    10480100
w      08198080960    41c00263
w      08198080964    501704e0
w      08198080968    200001f0
w      0819808096c    1048001f
w      08198080970    6107049c
w      08198080974    104803e0
w      08198080978    6107049c
w      0819808097c    10487c00
w      08198080980    6107049c
w      08198080984    949f8080
w      08198080988    4000027f
w      0819808098c    91508080
w      08198080990    949f8000
w      08198080994    94a8ffaa
w      08198080998    94a9ff00
w      0819808099c    94a20c00
w      081980809a0    94a00101
w      081980809a4    82e00498
w      081980809a8    94a00100
w      081980809ac    80e00498
w      081980809b0    94a20c04
w      081980809b4    94a00101
w      081980809b8    82e00498
w      081980809bc    94a00100
w      081980809c0    80e00498
w      081980809c4    94a20c08
w      081980809c8    94a00101
w      081980809cc    82e00498
w      081980809d0    94a00100
w      081980809d4    80e00498
w      081980809d8    91508000
w      081980809dc    50070498
w      081980809e0    10587fff
w      081980809e4    611704e0
w      081980809e8    500704b8
w      081980809ec    10480100
w      081980809f0    10200100
w      081980809f4    104801ff
w      081980809f8    611704e0
w      081980809fc    00000000
w      08198080a00    500701c8
w      08198080a04    10480006
w      08198080a08    200041e1
w      08198080a0c    91c80600
w      08198080a10    91500404
w      08198080a14    200001c1
w      08198080a18    10480006
w      08198080a1c    610701c8
w      08198080a20    b00001f4
w      08198080a24    91600c0c
w      08198080a28    9161f8f8
w      08198080a2c    91623f3f
w      08198080a30    b0001388
w      08198080a34    97000202
w      08198080a38    b0000032
w      08198080a3c    91601010
w      08198080a40    91610101
w      08198080a44    9160e0e0
w      08198080a48    b0000032
w      08198080a4c    d0000004
w      08198080a50    10480007
w      08198080a54    61070620
w      08198080a58    f00004ee
w      08198080a5c    93e00303
w      08198080a60    00000000
w      08198080a64    00000000
w      08198080a68    00000000
w      08198080a6c    93e00300
w      08198080a70    91601000
w      08198080a74    91610100
w      08198080a78    9160e000
w      08198080a7c    97000200
w      08198080a80    b0000032
w      08198080a84    91600c00
w      08198080a88    9161f800
w      08198080a8c    91623700
w      08198080a90    00000000
w      08198080a94    500701c8
w      08198080a98    10480006
w      08198080a9c    200041e1
w      08198080aa0    91c80600
w      08198080aa4    b0000005
w      08198080aa8    91500400
w      08198080aac    200001c1
w      08198080ab0    10480006
w      08198080ab4    610701c8
w      08198080ab8    91540101
w      08198080abc    94690c00
w      08198080ac0    947f0400
w      08198080ac4    97000100
w      08198080ac8    b0000032
w      08198080acc    97000c00
w      08198080ad0    97010100
w      08198080ad4    b0000032
w      08198080ad8    50270494
w      08198080adc    10490003
w      08198080ae0    50470494
w      08198080ae4    104a0300
w      08198080ae8    200049e8
w      08198080aec    50670494
w      08198080af0    104b00c0
w      08198080af4    20004de6
w      08198080af8    e0000010
w      08198080afc    e0000098
w      08198080b00    41c002c5
w      08198080b04    34000207
w      08198080b08    61070494
w      08198080b0c    b0000005
w      08198080b10    400002c0
w      08198080b14    e0000020
w      08198080b18    e00000a8
w      08198080b1c    41c002ce
w      08198080b20    34000207
w      08198080b24    200041c8
w      08198080b28    61070494
w      08198080b2c    b0000005
w      08198080b30    200041e8
w      08198080b34    400002c7
w      08198080b38    e0000030
w      08198080b3c    e00000b8
w      08198080b40    41c002d7
w      08198080b44    34000207
w      08198080b48    200041c6
w      08198080b4c    61070494
w      08198080b50    b0000005
w      08198080b54    200041e6
w      08198080b58    400002d0
w      08198080b5c    94bd1000
w      08198080b60    94bcff00
w      08198080b64    94bd0101
w      08198080b68    94bd0100
w      08198080b6c    9469c000
w      08198080b70    946a3f00
w      08198080b74    94692020
w      08198080b78    94692000
w      08198080b7c    b0000005
w      08198080b80    915c0800
w      08198080b84    91510100
w      08198080b88    915c1000
w      08198080b8c    104903c3
w      08198080b90    61270494
w      08198080b94    91610600
w      08198080b98    91624200
w      08198080b9c    91600100
w      08198080ba0    915c6700
w      08198080ba4    91500800
w      08198080ba8    b00009c4
w      08198080bac    91540100
w      08198080bb0    b00009c4
w      08198080bb4    00000000
w      08198080bb8    91501000
w      08198080bbc    91504000
w      08198080bc0    00000000
w      08198080bc4    d0000004
w      08198080bc8    10480001
w      08198080bcc    20002000
w      08198080bd0    500706d8
w      08198080bd4    41c002f7
w      08198080bd8    96d70200
w      08198080bdc    f0000600
w      08198080be0    50070298
w      08198080be4    10480003
w      08198080be8    41c00306
w      08198080bec    500706b4
w      08198080bf0    1008ffff
w      08198080bf4    1018ffff
w      08198080bf8    42000306
w      08198080bfc    d000000a
w      08198080c00    10480001
w      08198080c04    610701c4
w      08198080c08    200001e1
w      08198080c0c    200001ca
w      08198080c10    10480400
w      08198080c14    61070298
w      08198080c18    c0000000
w      08198080c1c    44000000
w      08198080c20    91c80100
w      08198080c24    96ec2e22
w      08198080c28    924c1000
w      08198080c2c    92980300
w      08198080c30    92c4c000
